"AACT1" "AACT2" "CMK" "DPPS1" "DPPS2" "DPPS3" "DXPS1" "DXPS2(cla1)" "DXPS3" "DXR" "FPPS1" "FPPS2" "GGPPS1mt" "GGPPS2" "GGPPS3" "GGPPS4" "GGPPS5" "GGPPS6" "GGPPS8" "GGPPS9" "GGPPS10" "GGPPS11" "GGPPS12" "GPPS" "HDR" "HDS" "HMGR1" "HMGR2" "HMGS" "IPPI1" "IPPI2" "MCT" "MECPS" "MK" "MPDC1" "MPDC2" "PPDS1" "PPDS2mt" "UPPS1"
"c43" 7.99334987056894 7.6459236251896 6.49193675879448 4.10594369806545 2.07944154167984 3.6454498961866 2.62466859216316 9.00714649596959 6.23754306970469 7.10963433499162 6.24494329821826 7.7893303347678 4.97742315989014 2.68102152871429 4.13356527537538 3.35340671782581 2.3887627892351 4.78415284151653 4.47392189937814 1.77495235091167 5.12812198955192 6.80295016461601 6.8798700754926 6.64235641477081 9.05536935576502 7.35141493288827 9.91864706429395 6.52795791762255 6.9293210568967 8.26144896605595 6.21760360740199 5.69474173000405 6.95377971729342 7.19037455709146 7.32277459989511 5.7984864101255 5.68765309272632 5.72325825115686 6.91164769369748
"c44" 6.78964719050181 7.69270650001712 7.32850301062146 2.82137888640921 6.79738222150077 4.12874598893943 5.12871458216186 9.76728975105813 6.49087526805867 8.32049681011688 6.527226656164 7.94452762429634 4.02177386938726 4.19870457754634 4.16200321069592 4.53903038348355 4.50202942706858 5.37017280364846 2.83907846350861 3.59731226058845 3.54673968695281 7.4121603349452 7.74374660357156 7.21781020228564 9.38236745537338 9.24923410860154 9.19397722288749 6.16856415992078 7.17111904378271 8.31749757596458 6.36078420857979 7.3412245834999 8.56285465678412 6.92195399838195 7.33047074049683 4.46935046284556 7.27184268263632 7.03014988719574 6.30828057428483
"c45" 6.88673591175806 7.33888813383888 7.39952040000939 5.33126846668772 6.46053023662574 2.63188884013665 4.3554259528767 9.81498961661963 6.53262537067005 8.62620901827667 6.51486082804782 7.83474853398943 4.46014441393783 3.66612246699132 4.57161340245925 2.99071973173045 3.13983261752775 4.91485833870249 2.09186406167839 2.99071973173045 4.05698877567833 7.59382749087012 7.29695549462427 6.93702277666271 9.41819158931209 9.17165151736107 9.18132342290569 6.1396690117577 7.20971001072064 8.12044002391009 6.11058002799814 7.48087941694235 8.66402573027989 6.69691078325494 7.09024348855541 5.41030586849608 7.41848089774779 6.87212810133899 6.19256696754531
"c46" 7.2262817347289 7.93823147188328 7.19240776687355 4.59309760475382 4.00186370942794 3.07269331469012 4.70772677431318 5.78351744267505 6.4093521752147 7.79527609736018 6.44460809053289 7.50516218726125 4.74319148388547 4.60116216459055 3.96840333886425 3.02529107579554 1.96009478404727 4.48300255201388 2.484906649788 4.63083793273667 4.87976701889122 7.38851337112573 7.1038975547934 7.19142933003638 8.76684624037048 8.69012076256832 9.18645743151285 6.40075566004968 6.7293460590081 8.11159807485734 6.52400273777962 6.30005158023966 8.12548304854041 7.33171496972647 7.18811057604746 5.6777806721172 6.6997466152522 6.51648889027379 6.23558650480738
"c47" 7.19997703147595 7.83921044737606 7.16154442041073 4.8652240913224 5.8676005598856 3.47815842279828 3.32143241319329 5.5525719128873 6.60177344935892 7.75310839243141 6.24377847572197 7.45454632318074 3.17387845893747 2.02814824729229 1.22377543162212 4.09767235231478 3.41114771251532 4.4818719696436 4.13356527537538 4.56642935767166 5.13049025590453 7.19900597631094 7.12656947213512 7.23338321384867 8.90624432425615 8.68231772338167 9.2576532550268 6.55947358440143 6.95330209393811 8.08711771733536 6.16541785423142 6.17211804680124 8.13285336492302 7.18166798734792 7.23497051576924 5.37989735354046 6.80561180531343 7.02135178556468 6.33310199246998
"c48" 7.01804363287626 8.26834714274965 7.21081845347222 4.07753744390572 5.4735303841047 2.68784749378469 3.07731226054641 5.62869966853185 6.72611349109294 7.92073705501027 6.79357823391974 7.85647447807563 4.48638664999812 4.53367418428302 4.0926765051214 2.47653840011748 4.11903717481247 4.8955984841079 3.16547504814109 2.12823170584927 2.68102152871429 7.34717082645985 7.11663762094408 7.43384382941404 8.48198043566049 8.89967622313248 8.79538537699425 6.42745886025097 7.24064969425547 8.34307787116938 6.69195966533047 6.61445746774472 8.16786263985164 7.43218790615434 7.47918670085799 6.22237783568655 6.92303790251329 6.54549332817462 6.06401773978969
"c49" 6.55933191124117 7.6275443904885 7.24415608448078 4.76388187714291 5.82215792739152 2.23001440015921 5.46721590300985 9.22413478999833 6.35123469595402 8.19193385460909 6.67203294546107 7.51877007000346 5.12930682381375 2.21920348405499 3.80888224650863 2.72785282839839 3.65065824129374 4.67562864963665 4.34769395559338 2.29253475714054 3.62966009445396 7.49487505489655 7.43005482482176 7.14574803314655 9.06262891577783 8.96431194812451 9.1112711357639 6.53727113976922 7.17686596584848 8.12156949733893 6.45724050232025 6.79469855668984 8.28121766128665 7.04916803193246 7.24344149248239 5.42186155263949 6.95425711263356 6.64287785918362 5.9156628336917
"c50" 6.79626490294877 7.75799167478486 7.44582635163832 5.15905529921453 5.9597158487934 3.14415227867226 4.96424225452655 9.16334309961527 6.5069791603601 8.10397812984801 6.52370913824727 7.62832305511807 2.50959926237837 2.68102152871429 2.84490938381941 3.10458667846607 2.27212588550934 5.0587903359833 2.54160199346455 3.98898404656427 2.94443897916644 7.42189540371596 7.39970384697844 7.06774601529108 9.0090683846632 8.94078632283931 9.04932619212752 6.50921613094471 7.17065786006969 8.1975938042844 6.51426814763338 6.82535145272732 8.19234908527569 6.89396056795995 6.77992190747225 5.85936070647464 6.90965347626522 6.5867232268488 5.95428175598027
"c51" 6.62923114431512 7.69320813032611 7.38081672832711 4.90453376321371 6.13144385716142 3.05400118167797 4.16666522380173 9.31659049181884 6.59427665148635 8.28407505895482 6.39040843822588 7.79432879606814 4.31348009213877 3.58905911883173 2.18605127673809 3.2188758248682 4.02177386938726 4.52828914165213 3.15700042115011 3.95699637107088 2.77258872223978 7.43820704388331 7.28646564978148 7.26206743373168 8.9490665128007 9.04190988596167 9.0224312336832 6.4792773965649 7.41968029819143 8.17515348515817 6.47850964220857 7.07825725897075 8.28531157415874 6.91194648360061 7.20392621882982 5.82658990391775 7.07513238839027 6.96432463047003 5.72423848322358
"c52" 6.69133904841735 7.55307683005948 7.42940214137971 6.12839640160313 4.82108769221056 5.80392942326114 5.27607175760072 8.653278819203 7.01920720427628 6.82838734359856 6.07143032874586 6.90424913965285 5.11319188242135 5.32007885832955 5.96717185453894 5.59545459777057 4.8955984841079 5.31762967758041 5.33657607866513 4.79081953287472 6.70588386294347 7.13273713956999 6.63213352102272 6.32989914275693 7.96551085030494 8.1940911737332 8.78596763594039 6.38738424237262 6.86984570590892 7.56724225804945 6.30060229158905 6.67834211465433 7.74811483922247 6.63371309223439 7.27697125441518 6.08632007812066 6.13100907454588 6.19949446061214 6.54146280594844
"c53" 6.7122268947009 7.92692745615694 7.15843617328944 4.45898767581001 4.39937527300849 1.87180217690159 3.2846635654062 8.71830379010677 6.41116123746287 7.47850881132802 6.94841726070103 7.66580029111993 4.90453376321371 2.27212588550934 4.28082412916472 3.39450839351136 2.77258872223978 4.72738781871234 2.66722820658195 3.12236492448736 4.24706564923976 6.96979066990159 7.09065999903667 7.19233253648044 8.60124017894185 8.40438277178637 9.2163721442079 6.43454651878745 7.21847005054449 8.10170805002575 6.77719090896102 6.93313058531337 7.91804624214348 6.95158075852217 7.4988143614583 5.91269186594259 6.08130525110777 6.0282785202307 6.401419560489
"c54" 6.84556067538902 7.92934252446603 7.2487174208762 5.00528768776966 4.59713801429083 3.44041809481544 2.76000994003292 9.06071444002034 6.52517627466067 8.03757549477444 6.89172751790494 7.88998355290757 3.27714473299218 1.70474809223843 4.05871738457895 2.7408400239252 3.30321697330195 5.12038615805537 1.68639895357023 1.75785791755237 3.97217692824789 7.34968088409308 7.22475340576797 7.42577496332837 8.67162954472066 8.65455224917509 9.02035351166447 6.44635453854367 7.26745564172256 8.36264243156764 6.85065568694156 6.94937695367296 8.03983458048315 7.0251826958581 7.48240041546108 5.81203879342605 6.30664018386869 6.28711478920894 5.91539311015669
"c55" 7.56553431570429 7.89342280863411 6.49918535592049 5.10533922956555 7.22817072105055 4.45667017766965 4.18509892549057 9.56964984250015 6.36112975108496 7.74975340627444 6.09582456243222 8.14084018385152 4.70320392625946 4.69866052907543 1.56861591791385 2.91777073208428 1.52605630349505 3.77505715035499 2.71469474382088 3.36729582998647 4.62497281328427 6.98128451227025 7.11517586983111 7.73844454856057 8.75927625254984 8.0542684476348 9.69650643260566 6.39759609975931 7.23020103137021 8.27264723384159 6.219197550756 5.51745289646471 7.32850301062146 7.0841425962879 7.61189185434168 5.60174974909105 7.64142040784497 7.58857680985145 6.26549130873676
"c56" 6.91849737551404 7.55809933721677 7.25035158231131 4.76302827060367 6.87419849545329 2.46809953147162 3.70868208141012 9.70304683062803 6.49783024015188 8.46560511674314 6.39676297465905 8.0470615539778 4.46590811865458 3.13983261752775 3.12236492448736 2.75366071235426 4.15261347034608 4.4818719696436 2.39789527279837 2.45958884180371 2.63905732961526 7.53476265703754 7.84011619103379 7.16061296027974 9.38501610716125 9.2992482827415 9.18305139173851 6.51025834052315 7.29790368297841 8.36397207940691 6.44158429575658 7.42153653057376 8.53237732674128 6.83453921665088 7.29905384717272 5.48355134478903 7.23244407706301 6.94601399109923 6.1992913943103
"c57" 6.85023209273847 7.6744316928302 6.87502545435922 4.44029554279786 5.59359551562145 2.06686275947298 4.40182926197006 9.36585583434963 6.44762276953166 8.15656759678076 6.39692965521615 8.23318436433075 2.54160199346455 1.94591014905531 4.02713581252865 2.85070650150373 4.16044436392662 3.63230910262554 3.84801767545223 2.10413415427021 4.62888671260541 7.1456692091998 7.46576978555059 6.64729919278395 8.67477796797778 8.78126369174279 9.6665683004621 6.08267542716137 7.76157468493098 8.30876582393771 6.61593130736302 7.41667909545853 8.19544403634791 6.86578679415964 7.55924678427325 5.72880023763149 6.2839475765008 5.75827065994027 5.98242380245583
"c58" 6.80461452006262 7.67350215195643 7.26926849956112 5.53061885564701 4.67562864963665 3.49650756146648 4.704110133843 9.73828266614236 6.31914827769612 8.65432559261982 6.67821632057907 7.42809549511671 2.72129542785223 3.18221184049661 3.99083418585244 3.21486780347066 4.2312037449393 2.68102152871429 1.77495235091167 2.2082744135228 4.07073469658297 7.21685631880722 6.47897036555236 6.84758055594607 8.25174216780578 9.12388883824507 9.458777330977 6.31626175214869 7.76097840738872 7.94824398229974 6.31300442027838 6.684986657373 8.46531024953656 6.64026791381588 7.18174402430192 5.56298666469074 6.04381977744191 6.04358250137009 6.16015191262613
"c59" 6.54549332817462 7.72236759682326 7.17227107340208 5.05497110791631 4.66060489287619 4.22537282462851 4.52178857704904 9.25397440899624 6.32847235457124 8.33283756730929 6.91095016987866 8.28435277712316 4.78164132910387 4.33073334028633 3.92197333628131 3.60277675506052 4.41642806139121 2.99071973173045 4.32413265625498 3.90801498403061 4.98497554731568 7.07808859646402 7.117367696012 6.92628258359602 7.95619645040388 8.84465351387643 9.32371369914387 6.26053703031059 7.73425258573884 8.2359702140252 6.57270203511434 6.96819164778597 8.06104512894094 7.12375336213548 7.37581952884682 5.80573719717919 5.90481674038231 5.2235938203521 6.08335981181224
"c60" 6.44540230866692 7.51947546084635 7.21214696499687 5.03500265054455 5.7268477475872 2.36085400111802 4.60916220725763 9.45008928792253 6.38805707671255 8.24795334420905 6.52458967836874 8.09806516933889 3.31418600467253 2.52572864430826 3.93769075217672 2.76631910922619 2.63905732961526 3.68637632389582 4.16200321069592 1.22377543162212 4.67282883446191 7.0289104005386 7.14480173546534 6.73399695284867 8.45981828355491 8.86953877719374 9.69549120096876 5.71274221602767 7.50801933206203 8.42395885555625 6.50249015087664 7.14361760270412 8.25106384792587 6.93964146784446 7.26389007706836 5.64190707093811 5.95609640327019 5.37989735354046 6.1444002033787
"c61" 6.49888437773914 7.99247146245814 7.13640365093079 4.65491227788291 4.73795129722191 4.39444915467244 4.63666885304746 9.45209368253955 6.28450722580186 8.39158461593856 6.48874890030731 8.07632885895621 4.21212759787848 4.28634138453947 4.12066187053947 3.24649099190117 1.85629799036563 3.07269331469012 4.01998014693324 1.87180217690159 2.89591193827178 7.47301226823617 7.75675169600492 6.74957984401626 8.04076899436758 9.10113915693242 9.44306190760347 6.07327492230555 7.29925668007292 8.16661391679234 5.98368435978902 6.56032320212458 8.3055581622849 6.98165608682167 7.22300387915172 5.83422577068149 5.91512331385126 5.35988272220619 6.02683169094527
"c62" 6.52165152435259 7.56765586574845 7.48902072689399 4.75789127300576 5.55644188675749 1.93152141160321 5.4174328474382 9.57455978470445 6.56385552653213 8.67436786578824 6.43342229157517 7.11906913454277 2.39789527279837 3.79098467705109 1.85629799036563 4.85670681180352 1.43508452528932 2.59525470695687 3.99083418585244 3.75653810258775 2.94968833505258 7.44879968133212 7.16022459567817 6.7442947298291 8.34452885321532 9.35823437671154 9.37249323447961 6.63371309223439 7.60936653795421 8.00760014105279 6.57535474173098 7.29199675063867 8.61519066629747 6.64065984013874 6.7900972355139 5.40492710160629 6.03212652882687 5.87521159028373 6.04049277817534
"c63" 6.72287043978502 7.75824803026586 7.01238552806022 3.70622809244855 6.07833008012956 2.21920348405499 2.81540871942271 9.62674542012268 6.33611751581939 8.42844940558168 6.68010157219004 8.22255363839696 3.19867311755068 3.97781074596615 2.59525470695687 2.91777073208428 3.26956893918372 3.21486780347066 3.52929738428947 0.993251773010283 3.63230910262554 7.0140053988248 6.92588984917762 6.9073551989608 8.67798462965983 8.95299349932047 9.65778520417702 6.2283137454783 7.79449360859427 8.18574033659518 6.84587987526405 7.25269159401548 8.44805745258138 6.86411682195231 7.17357510457678 5.38998455507386 6.15740262465141 5.97964497030264 6.12315048793336
"c64" 6.7500482829521 7.84314250654728 6.96866221388566 4.24276456734037 4.97535347995162 1.7404661748405 4.69774936728118 9.21058034318079 6.60489188453469 8.32086195575318 6.60245219777295 7.45974203975307 3.63758615972639 3.80443779474821 0.78845736036427 4.70048036579242 2.32238772029023 4.15103990589865 3.87328217711172 4.41400968052693 2.24070968927596 7.26339969210635 7.5127813761469 7.20340552108309 8.25213329700074 9.06586935931328 9.42050404799823 6.15315813610597 7.65491704784832 8.13704489129186 6.50158992575958 6.83625927727707 8.00219219623977 7.11566335765357 7.33001194973014 4.85670681180352 5.96589029598855 5.7623657987551 5.92825847120419
"c65" 6.76272950693188 7.56346016406621 7.27897394836171 5.57859710923306 5.79209855570477 2.64617479738412 4.32941668440158 9.50341288983695 6.60719058069934 8.74657325519622 6.72922652042688 7.24722302458315 2.82731362192903 3.18635263316264 4.54223038621422 3.50254987592244 4.16355963124357 4.1174098351531 2.80336038090653 3.2188758248682 2.96010509591084 7.14440718032114 7.59226526614642 7.03491642459882 7.99216721824911 9.16465239105677 9.47430335780737 6.34686367754266 7.86430464671985 8.05984514142839 6.21780298931871 6.61887248595384 8.7635687770003 6.98249162509615 7.20169274559643 5.85018895975003 6.14031549384034 5.84296453878954 5.95324333428778
"c66" 5.850476853807 7.0633049797231 7.12833554789318 4.33598269617247 5.72587007112021 2.17475172148416 4.39691524716763 7.98786409608569 5.63192837088822 7.91454463366339 6.44841459790466 7.1191500832618 3.43398720448515 4.68767140749983 4.24563400976833 4.46705688385846 2.10413415427021 2.07944154167984 3.32862668882732 2.18605127673809 3.15273602236366 7.58583958186504 8.45816479495399 6.94360493187583 7.37268355036109 8.28217946753154 9.12393244923504 5.78228553614414 5.9826760410749 7.9259525684626 6.7974938847246 7.13512986682416 8.57514129337044 6.40671495595094 6.87192082597292 4.60716818865076 5.89274857416882 5.95480056273639 6.49435880054769
"c67" 6.10969192847263 7.15305163493748 7.37525577800975 4.13836144763888 6.51899978443692 2.30258509299405 4.72650247115562 8.59396903021829 5.37156782828763 8.42602044063592 6.48341311510428 7.55580048562966 2.35137525716348 2.67414864942653 4.00186370942794 4.4818719696436 4.03069453514564 1.88706964903238 2.54944517092557 3.33932197794407 2.33214389523559 7.73429634271261 8.30511321245801 6.64989087493954 7.72347401193026 7.99094931492187 8.91532480842418 5.31271324683177 7.005335607321 8.4005694834797 7.00179192090852 7.91953799231551 9.23546216074996 6.27381995805404 7.02063743603881 4.57057874121847 7.13113880150095 6.0421576614235 6.01200219832553
"c68" 6.23773851581105 7.07479397891157 7.22671797146695 2.9338568698359 5.85535841411099 3.01553490085017 3.24649099190117 8.64082575186151 5.77175260109547 8.26131981547911 6.09964607995251 7.19526233611963 4.50645421304893 2.83321334405622 3.15700042115011 4.91559174540936 2.79728133483015 1.50407739677627 2.484906649788 2.40694510831829 2.83321334405622 7.80269979283669 8.34552666760962 6.63817504189434 7.35685442411036 8.30335619942233 9.20975019785769 5.53733426701854 6.83754738393864 8.15931752690099 6.36664225427769 7.54269054979367 9.08032279865146 6.17420268378715 6.79827517836332 3.79098467705109 6.38401326328292 5.94855704609671 6.06168999199748
"c69" 5.94855704609671 7.15101513388117 7.21325271130392 4.77068462446567 6.40092167648568 3.16547504814109 3.39114704580865 9.54915985166574 6.03572063836252 8.85831175995719 6.32130771708125 7.43779512167193 3.44998754583159 3.69635146895264 3.47506723022861 4.81785927939844 2.2512917986065 2.16332302566054 1.87180217690159 1.66770682055808 2.26176309847379 7.68758461567781 7.94711284043293 6.89669433162271 8.84040648690767 8.90414124552465 9.36787389496064 5.97787259358851 7.69252402658931 8.05693393122093 6.25209654283318 7.57589229653791 9.04082052253943 6.10233485593941 7.0564338713535 3.50855589998265 7.30168747127658 6.29230960608604 6.02102334934953
"c70" 6.61726927919762 7.46002990066067 7.01893880794275 4.56121829845891 7.10824413973154 2.18605127673809 3.42751468997953 9.62992532424503 6.54707231364587 8.51426891989899 6.15060276844628 7.82420599805766 2.68784749378469 3.51452606696916 0.641853886172395 2.99071973173045 3.89589362349826 4.98838968514894 1.43508452528932 2.36085400111802 2.65324196460721 7.63433723562832 7.34038149515267 7.30249642372733 8.90298606372688 9.1121650916885 9.2895119310792 6.18353014285133 7.44629334131466 8.47117019510392 6.05842201523286 6.62020653097559 8.12787698504744 6.75425438799638 7.25084840619747 5.73914961849349 7.86978390253015 7.62705741701893 6.15613116866322
"c71" 6.65980660874896 7.58207635529203 6.98174895889046 4.58598736657132 7.09630738552673 2.2512917986065 4.42962561347316 9.61500515991358 6.60245219777295 8.4182343633831 6.35454393871971 7.90381791263445 4.01638302075239 2.61739583283408 4.28358656186063 4.67842064772768 3.52929738428947 4.26408733680919 1.90210752639692 1.68639895357023 2.17475172148416 7.75696559517367 7.20837825556672 7.33158407110726 8.88958399179497 9.07125070357423 9.35509850821517 6.12249280951439 7.31747797734294 8.57113198338719 6.36853018069445 6.7922321877266 8.07974193745022 6.67897084777784 7.10274623887675 5.91512331385126 7.90573659081143 7.62134213877954 6.04595273239205
"c72" 6.46754343454414 7.60015217815138 6.88755257166462 4.52070102936164 7.28358558196061 1.93152141160321 4.02356438016105 9.58647965070252 6.63410759549416 8.46604725459208 6.07304453410041 7.85666807767355 2.484906649788 4.09600984154116 1.62924053973028 3.4904285153901 1.09861228866811 4.15888308335967 2.3887627892351 2.94443897916644 4.33859707674655 7.6275443904885 7.21663606257491 7.38974923607943 8.99289306620685 8.99702338147971 9.39053466775396 6.16162917363131 7.17296165466873 8.47087696453881 6.42923548996806 6.52326857725916 8.07321591907471 6.67821632057907 7.08932655438539 5.83393315912125 8.12456533210957 7.73569555588361 5.9872054901876
"c73" 6.60285922579567 7.45951169135009 6.86557820008295 2.99071973173045 7.36555980077087 4.18813844150846 3.33932197794407 9.550320733639 6.4414248951027 8.43526704451739 6.11013607682548 7.73503991847131 4.62595272517062 4.55387689160054 3.73050112880476 1.90210752639692 3.5918177412708 4.47733681447821 2.72785282839839 0.53062825106217 3.00071981506503 7.67224589961022 7.36518012602101 7.42839261013212 9.06018005339052 8.97271749939714 9.36526503791319 5.88887795833288 6.83206143461294 8.36630053180593 6.22118641378231 6.4393503711001 8.13273586646505 6.683235781488 7.0122053803386 5.88025361777198 8.03624994213212 7.78384882110488 6.0492616458342
"c74" 6.93546771754867 7.31834058978487 6.80771392480191 4.38202663467388 8.15242847043445 2.05412373369555 3.6454498961866 9.95578584174716 6.39509463927042 8.02897671051111 5.77858068473139 7.38504480152867 2.34180580614733 4.33990170837321 3.44680789291421 4.6931810633108 4.10429489307527 4.29045944114839 3.26956893918372 3.55248682920838 3.17805383034795 7.62539993114247 7.01562264985114 7.2754492894033 9.61773694693409 8.85382255854895 10.0130726321445 6.23107182445286 6.41803861842638 8.33686963728496 6.19072515795886 6.38215436963399 7.97611452447923 6.74558922839175 6.98527172140997 5.37666633295901 8.06639593330993 8.27336212140491 6.4118182677099
"c75" 7.00242889258482 7.28550654852279 6.79660022961597 5.15962984677414 8.11737212569316 1.87180217690159 3.74004774068834 10.1041973381433 6.44540230866692 7.95219293320397 5.34805945844285 7.53380065600135 3.97781074596615 3.18221184049661 2.8094026953625 4.70953020131233 2.47653840011748 4.82591085268599 2.37954613413017 1.30833281965018 4.37952350445576 7.43052923626397 7.0404488207076 7.34935943370617 9.65629461921439 8.88581449262333 10.0696162091228 6.33167977000803 6.90815519900346 8.31134913718009 5.57670639208822 6.27023200217019 7.99199815368295 6.68185793947131 7.33901807991144 5.29280218585993 8.19024347137644 8.23980462524963 6.4150969591716
"c76" 7.04882071926074 7.37123769123761 6.77741877725413 5.07953927274347 7.84572922168743 2.14006616349627 4.54542018158232 9.87118644360638 6.38046146250884 8.04690152069054 6.05326494801343 7.55627113539649 4.59612944133594 2.05412373369555 0.993251773010283 3.59731226058845 4.60416968565451 4.716711560721 2.36085400111802 1.80828877117927 2.74727091425549 7.40786367790692 7.10471911251296 7.40190258969531 9.52693783584165 8.81633435695691 9.82461749037834 5.98745652571044 6.86181604704069 8.36597487467349 6.33150184989369 6.43358297286418 8.04202424485828 6.80261696085883 7.061591623697 5.65913372298732 8.08057791551578 8.13514182971709 6.29950056544015
"c77" 7.00370162002935 7.26122509197192 6.7864911914891 4.0943445622221 7.85422597935742 2.41591377830105 4.40305400186596 9.9704356682675 6.36526697470731 7.93027814654299 5.60910542771429 7.16472037877186 3.16968558067743 3.31054301339402 2.72785282839839 3.16968558067743 3.97217692824789 4.39197696552705 2.4423470353692 2.24070968927596 3.60004824040732 7.6382464126825 7.07682272009768 7.32600498144972 9.608142863749 8.7829976853487 9.96802919866882 5.88360090123204 6.75913925465335 8.28604266970011 6.15464575724951 6.17461909020583 8.02842255843108 6.60948400497609 7.02456005852422 5.35894198836447 8.16126082883856 8.16984603664272 6.27249957683797
"c78" 6.9861967052887 6.81673588059497 6.77536609093639 4.35156742718917 8.26294589505069 2.484906649788 2.15176220325946 9.93503951274904 6.13274707194187 7.70034047174814 4.31748811353631 6.90505162740782 3.53222564406856 4.55071400019203 4.58292457704077 3.08648663682246 4.1415461637064 3.14415227867226 2.28238238567653 4.09100566095659 2.72785282839839 7.4810485310666 7.05996121187147 7.60005209808724 9.61169035790487 8.68372406230387 9.81051663452422 6.219197550756 6.2363695902037 8.20761991210364 6.26871742406922 6.30078579466324 7.95913618794481 6.0151810737253 6.86839055545986 4.53259949315326 8.21760046793862 8.2495751500002 6.33416733347983
"c79" 7.16417885553115 6.98156320612686 6.76734312526539 4.49647076906475 8.51163778870254 1.1314021114911 4.77912349311153 10.0127858051216 6.39776264152004 7.61342374009575 5.4245093917858 6.93575947539173 4.43793426661218 3.8264651170665 3.3603753871419 3.65065824129374 4.38077585277223 3.85862222870103 2.31253542384721 0.78845736036427 4.40549899085902 7.54734344244752 7.05755364407053 7.54771263102796 9.78244922415907 8.63371320757697 9.80173164358174 6.01175725037574 6.30572769178968 8.23716177789498 6.18538523974529 6.3857001732646 7.96901178110648 6.19807212978209 7.01346573340425 4.84654650556336 8.28245771256603 8.33665404518437 6.46146817635372
"c80" 7.19548735018396 7.05375857310198 6.77044532801753 4.25844557290253 8.14908166984942 1.75785791755237 4.36564315542336 10.0508078152283 6.34106452237475 7.75280776325524 4.33990170837321 7.1242366874228 2.484906649788 3.60277675506052 0.741937344729377 4.12228393091134 1.80828877117927 4.29592393562047 2.36085400111802 3.47815842279828 3.19458313229916 7.37412732199382 7.02500483903238 7.47426155857468 9.8035014576602 8.74989095553526 10.0152212164726 6.15824936475281 6.289715570909 8.15914587763723 5.99819186785741 6.07534603108868 7.98874655889284 6.39975898222631 6.9071550989101 5.33320176840154 8.26157809995506 8.24093890569676 6.32865081446285
"c81" 7.03983561933935 7.15570850920492 6.81870546214863 3.77505715035499 8.15754239544736 3.51749783735832 4.39197696552705 10.0253644192416 6.36354521119656 7.71944076546561 5.14633100955016 7.16053529942465 4.16511363311031 2.39789527279837 3.88977739648083 2.63188884013665 4.47278099794235 2.69462718077007 2.45100509811232 2.31253542384721 2.77258872223978 7.47392099778129 7.05159584895781 7.51064947056452 9.77111548763145 8.84018931749296 9.9639521615512 6.24027584517077 6.42632663206693 8.10693662257194 5.82511475982373 5.97685839471862 7.93758895892168 6.39592915488256 6.92372704849184 5.14283246370764 8.23824619023659 8.23618215139849 6.3919171133926
"c82" 6.62020653097559 7.22613628018319 7.17594867485006 5.53417969027002 7.69861883304815 2.87919845729804 5.31024593741331 9.8754686640186 6.69332366826995 8.3281611697308 5.46510218419286 7.54602379803209 4.66249525260736 3.48431228837266 2.68784749378469 2.55722731136763 2.3887627892351 4.03600898520914 3.28840188751681 2.18605127673809 3.74242022104197 7.1511719351359 6.78773223638241 7.38019344234333 9.79588563793049 9.25064703373532 9.60455577207287 5.78934836298585 6.91502876294864 8.46884293047519 5.79331843996706 6.39809564185612 8.3812818260449 6.91194648360061 7.09224115860547 3.60821155104648 8.37015383276685 7.6474042931935 5.90017128866159
"c83" 6.76734312526539 7.39424722573267 6.77056003980429 5.48604097263099 7.9941600245425 3.08190996979504 5.00260312239899 9.76780527699191 6.44873115377941 8.30005656236543 5.7084382861924 7.55559123683208 4.60116216459055 1.97408102602201 3.09104245335832 2.73436750941958 3.83297979808769 2.74727091425549 3.26575941076705 0.955511445027436 3.85227300102237 7.37882084417425 6.79279326051246 7.44307837434852 9.85844311436781 9.21487009726258 9.68074392124324 6.0591231955818 7.09348767889817 8.56321762972752 6.32004861088019 6.24358420665871 8.22552987097022 6.61378682188765 7.04664727784876 4.94805041890463 8.34787472679693 7.58080178783508 6.19827544380129
"c84" 7.60986220091355 8.30891362175057 6.93634273583405 3.79997350161952 7.68358782616069 2.50143595173921 4.76473475565943 9.8069491187366 6.17461909020583 7.67860396720593 5.45660234551375 7.46278915741245 5.16706907993808 4.15888308335967 1.1314021114911 3.01553490085017 3.58351893845611 4.0876555740713 3.63495111208838 4.0876555740713 3.23080439573347 7.2762105614564 6.80261696085883 7.52018035446372 10.0207015374249 9.05715422683575 10.107403431236 6.31662302382892 6.79380239890611 8.53109609658523 5.92559180295727 6.5774440244744 8.03938317143441 6.59235936796284 7.08162454896111 5.01063529409626 7.87344551315106 7.96911558194736 6.70294268435265
"c85" 7.34575211209279 7.76387128782022 6.63869867065352 4.36564315542336 8.41717394132416 4.39321382406445 2.98568193770049 9.81436121331705 6.1050164217921 7.33250000182226 5.3322355847515 6.90364685093759 3.17387845893747 4.09933210373314 4.33598269617247 3.9740583963476 4.748404354074 2.24070968927596 2.33214389523559 4.33073334028633 3.54385368206368 7.42601321456542 6.64496092203813 7.67000865794063 9.84495230894801 8.62151717005513 9.95498357637267 6.09919724691086 7.02036942335127 8.22217762786423 6.10479323241498 6.39892765787882 8.05718741664688 6.09919724691086 6.75995108421374 2.97552956623647 7.93214676861899 7.75199131390494 6.60095834267067
